num_sectors,a_s,radius,num_repetitions,num_drones,snr,rmse,std_dev
6,0.4,20,10000,9,-1,4.02821763968528,2.4271424958356107
6,0.4,20,10000,9,0,3.2524014795402536,1.9587729219402288
6,0.4,20,10000,9,1,2.613793119973654,1.5766263640294125
6,0.4,20,10000,9,2,2.1099562604628233,1.2725795433901737
6,0.4,20,10000,9,3,1.7140596809193627,1.035905270469326
6,0.4,20,10000,9,4,1.4427715906621414,0.865323334784224
6,0.4,20,10000,9,5,1.2168510873065712,0.7335369580264904
6,0.4,20,10000,9,6,1.095160696260627,0.6638147318562103
6,0.4,20,10000,9,7,0.9785969467856277,0.5938453807469904
6,0.4,20,10000,9,8,0.8923746330058663,0.5422135927811526
6,0.4,20,10000,9,9,0.8523045351516825,0.5157650778742907
6,0.4,20,10000,9,10,0.7873857279226005,0.4783376619864999
6,0.4,20,10000,9,11,0.7538338272896651,0.4642733061920134
6,0.4,20,10000,9,12,0.729323667956072,0.4513797001974833
6,0.4,20,10000,9,13,0.7158203616988941,0.43679538541380875
6,0.4,20,10000,9,14,0.6911216966118748,0.4256466467177355
6,0.4,20,10000,9,15,0.6956341550125271,0.4304197874805781
6,0.4,20,10000,9,16,0.6846777663352581,0.4224143104866397
6,0.4,20,10000,9,17,0.6748103719103581,0.41887180205093605
6,0.4,20,10000,9,18,0.667457853302742,0.4113273621425182
6,0.4,20,10000,9,19,0.6649593307221368,0.4146605435142219
6,0.4,20,10000,15,-1,3.4502172968778795,2.021175766920775
6,0.4,20,10000,15,0,2.8129842595168464,1.64301501900401
6,0.4,20,10000,15,1,2.2167608998982105,1.3014715545108801
6,0.4,20,10000,15,2,1.7536823694563415,1.0468955488311593
6,0.4,20,10000,15,3,1.4088439949052496,0.8395390272431696
6,0.4,20,10000,15,4,1.162381792605439,0.6917824232822299
6,0.4,20,10000,15,5,0.9711971614438689,0.5819339478337329
6,0.4,20,10000,15,6,0.8514313134903031,0.5146916855640054
6,0.4,20,10000,15,7,0.7581928820959978,0.45892062731036326
6,0.4,20,10000,15,8,0.6973312560911957,0.42188930271242464
6,0.4,20,10000,15,9,0.6546444018313321,0.39702214806660274
6,0.4,20,10000,15,10,0.6228145035374528,0.37648040895049684
6,0.4,20,10000,15,11,0.6043678853545228,0.3723369768449123
6,0.4,20,10000,15,12,0.5928694907807672,0.36321946022145524
6,0.4,20,10000,15,13,0.5792708440943012,0.3542679346586168
6,0.4,20,10000,15,14,0.5629459756277051,0.35031364494123074
6,0.4,20,10000,15,15,0.5518520784708829,0.34149323616111965
6,0.4,20,10000,15,16,0.5496302590105319,0.33975457070680604
6,0.4,20,10000,15,17,0.5361885639174905,0.331202809971282
6,0.4,20,10000,15,18,0.5424306760123695,0.33718439813163464
6,0.4,20,10000,15,19,0.5371055204782083,0.3310774886467659
